BUSINESS_DATE,SECURITY_NAME,SYMBOL,HIGH_PRICE
2023-07-16,10 % NMB DEBENTURE 2085,NMBD2085,1001.0
2023-07-13,10 % NMB DEBENTURE 2085,NMBD2085,987.4
2023-07-16,10% Laxmi Bank Debenture 2086,LBLD86,972.7
2023-07-13,10% Laxmi Bank Debenture 2086,LBLD86,953.7
2023-07-16,10% Nabil Debenture 2082,NBLD82,1010.0
2023-07-13,10% Nabil Debenture 2082,NBLD82,990.4
2023-07-13,10% Nepal SBI Bank Debenture 2086,SBIBD86,965.8
2023-07-16,10% Prabhu Bank Debenture 2084 ,PBLD84,1090.8
2023-07-13,10% Prabhu Bank Debenture 2084 ,PBLD84,1069.5
2023-07-17,10% Prime Debenture 2088,PBD88,931.0
2023-07-16,10% Prime Debenture 2088,PBD88,988.0
2023-07-13,10% Prime Debenture 2088,PBD88,968.9
2023-07-16,10% Sanima Bank Limited Debenture,SAND2085,1130.8
2023-07-13,10% Sunrise Debenture 2080,SRD80,1020.0
2023-07-13,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,GBD80/81,1075.0
2023-07-17,10.25% KBL Debenture 2086,KBLD86,1084.4
2023-07-16,10.25% Machhapuchhre Bank Debenture 2085,MBLD2085,1116.0
2023-07-16,10.25% NBBL Debenture 2085,NBBD2085,1252.1
2023-07-13,10.25% NBBL Debenture 2085,NBBD2085,1158.7
2023-07-16,10.25% NIC Asia Debenture 2083/84,NICD83/84,1097.5
2023-07-13,10.25% NIC Asia Debenture 2083/84,NICD83/84,1090.0
2023-07-16,10.25% Nepal SBI Bank Debenture 2083,SBID83,1000.0
2023-07-16,10.25% Prabhu Bank  Debenture 2086,PBLD86,979.0
2023-07-13,10.25% SBL Debenture 2083,SBLD83,1098.5
2023-07-13,10.25% Sunrise Bank Debenture 2083,SRBLD83,1070.0
2023-07-16,10.35% Agricultural Bank Debenture 2083,ADBLD83,1123.0
2023-07-13,10.35% Agricultural Bank Debenture 2083,ADBLD83,1074.0
2023-07-16,10.5 % NEPAL INVESTMENT DEBENTURE 2082,NIBD2082,1044.0
2023-07-13,10.5 % NEPAL INVESTMENT DEBENTURE 2082,NIBD2082,1030.0
2023-07-16,10.50% SBL Debenture 2082,SBLD2082,1060.2
2023-07-13,10.50% SBL Debenture 2082,SBLD2082,1019.2
2023-07-16,11% NIC Asia Debenture 082/83,NICAD8283,1170.0
2023-07-13,11% NIC Asia Debenture 082/83,NICAD8283,1099.0
2023-07-16,12 % Goodwill Finance Limited Debenture 2083,GWFD83,1132.2
2023-07-13,12 % Goodwill Finance Limited Debenture 2083,GWFD83,1110.0
2023-07-16,12% ICFC Finance Limited Debenture 2083,ICFCD83,1186.0
2023-07-13,12% ICFC Finance Limited Debenture 2083,ICFCD83,1146.9
2023-07-17,8.5% BOK Debenture 2086,BOKD86,842.3
2023-07-16,8.5% BOK Debenture 2086,BOKD86,859.4
2023-07-16,8.5% Laxmi Bank Debenture 2088,LBLD88,818.0
2023-07-13,8.5% Nepal Bank Debenture 2087,NBLD87,869.0
2023-07-17,8.5% Nepal Investment Bank Debenture 2084,NIBD84,847.7
2023-07-16,8.5% Nepal Investment Bank Debenture 2084,NIBD84,865.0
2023-07-13,8.5% Nepal Investment Bank Debenture 2084,NIBD84,865.0
2023-07-16,8.5% Prabhu Bank Debenture 2087,PBLD87,809.7
2023-07-13,8.5% Prabhu Bank Debenture 2087,PBLD87,793.9
2023-07-17,8.5% SBL Debenture 2084,SBLD84,862.4
2023-07-16,8.5% Sanima Debenture 2087,SBD87,857.9
2023-07-13,8.5% Sanima Debenture 2087,SBD87,845.0
2023-07-16,9.5% Manjushree Finance Limited Debenture 2085,MFLD85,994.7
2023-07-13,9.5% Manjushree Finance Limited Debenture 2085,MFLD85,1015.0
2023-07-17,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,676.0
2023-07-16,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,656.0
2023-07-13,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,680.0
2023-07-17,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,2405.0
2023-07-16,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,2429.9
2023-07-13,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,2440.0
2023-07-17,Agricultural Development Bank Limited,ADBL,240.7
2023-07-16,Agricultural Development Bank Limited,ADBL,234.0
2023-07-13,Agricultural Development Bank Limited,ADBL,232.5
2023-07-17,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,198.0
2023-07-16,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,198.9
2023-07-13,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,209.9
2023-07-17,Api Power Company Ltd.,API,202.9
2023-07-16,Api Power Company Ltd.,API,202.0
2023-07-13,Api Power Company Ltd.,API,210.0
2023-07-17,Arun Kabeli Power Ltd.,AKPL,236.8
2023-07-16,Arun Kabeli Power Ltd.,AKPL,242.0
2023-07-13,Arun Kabeli Power Ltd.,AKPL,254.0
2023-07-17,Arun Valley Hydropower Development Co. Ltd.,AHPC,262.0
2023-07-16,Arun Valley Hydropower Development Co. Ltd.,AHPC,263.5
2023-07-13,Arun Valley Hydropower Development Co. Ltd.,AHPC,274.3
2023-07-17,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,800.0
2023-07-16,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,788.0
2023-07-13,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,802.0
2023-07-17,Asian Hydropower Limited,AHL,349.7
2023-07-16,Asian Hydropower Limited,AHL,337.9
2023-07-13,Asian Hydropower Limited,AHL,349.9
2023-07-17,Asian Life Insurance Co. Limited,ALICL,765.9
2023-07-16,Asian Life Insurance Co. Limited,ALICL,769.0
2023-07-13,Asian Life Insurance Co. Limited,ALICL,783.9
2023-07-17,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,768.0
2023-07-16,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,704.1
2023-07-13,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,756.0
2023-07-17,BPW Laghubitta Bittiya Sanstha Limited,BPW,1232.0
2023-07-16,BPW Laghubitta Bittiya Sanstha Limited,BPW,1135.0
2023-07-13,BPW Laghubitta Bittiya Sanstha Limited,BPW,1182.0
2023-07-17,Balephi Hydropower Limited,BHL,265.0
2023-07-16,Balephi Hydropower Limited,BHL,265.2
2023-07-13,Balephi Hydropower Limited,BHL,277.4
2023-07-17,Barahi Hydropower Public Limited,BHPL,463.5
2023-07-16,Barahi Hydropower Public Limited,BHPL,458.8
2023-07-13,Barahi Hydropower Public Limited,BHPL,465.0
2023-07-17,Barun Hydropower Co. Ltd.,BARUN,258.9
2023-07-16,Barun Hydropower Co. Ltd.,BARUN,253.4
2023-07-13,Barun Hydropower Co. Ltd.,BARUN,260.0
2023-07-17,Best Finance Company Ltd.,BFC,366.0
2023-07-16,Best Finance Company Ltd.,BFC,360.8
2023-07-13,Best Finance Company Ltd.,BFC,369.2
2023-07-17,Bhugol Energy Development Company Limited,BEDC,238.7
2023-07-16,Bhugol Energy Development Company Limited,BEDC,232.2
2023-07-13,Bhugol Energy Development Company Limited,BEDC,244.9
2023-07-17,Bindhyabasini Hydropower Development Company Limited,BHDC,389.9
2023-07-16,Bindhyabasini Hydropower Development Company Limited,BHDC,392.0
2023-07-13,Bindhyabasini Hydropower Development Company Limited,BHDC,399.0
2023-07-17,Bishal Bazar Company Limited,BBC,3487.0
2023-07-16,Bishal Bazar Company Limited,BBC,3478.3
2023-07-13,Bishal Bazar Company Limited,BBC,3465.0
2023-07-17,Bottlers Nepal (Terai) Limited,BNT,14000.0
2023-07-13,Bottlers Nepal (Terai) Limited,BNT,14000.0
2023-07-17,Buddha Bhumi Nepal Hydropower Company Limited,BNHC,341.5
2023-07-16,Buddha Bhumi Nepal Hydropower Company Limited,BNHC,335.0
2023-07-13,Buddha Bhumi Nepal Hydropower Company Limited,BNHC,339.9
2023-07-17,Butwal Power Company Limited,BPCL,334.0
2023-07-16,Butwal Power Company Limited,BPCL,330.5
2023-07-13,Butwal Power Company Limited,BPCL,341.0
2023-07-17,CEDB Hydropower Development Company Limited,CHDC,928.0
2023-07-16,CEDB Hydropower Development Company Limited,CHDC,910.0
2023-07-13,CEDB Hydropower Development Company Limited,CHDC,927.1
2023-07-16,CITIZENS MUTUAL FUND 2,CMF2,10.39
2023-07-13,CITIZENS MUTUAL FUND 2,CMF2,9.46
2023-07-17,CYC Nepal Laghubitta Bittiya Sanstha Limited,CYCL,1520.0
2023-07-16,CYC Nepal Laghubitta Bittiya Sanstha Limited,CYCL,1410.0
2023-07-13,CYC Nepal Laghubitta Bittiya Sanstha Limited,CYCL,1346.0
2023-07-17,Central Finance Co. Ltd.,CFCL,410.0
2023-07-16,Central Finance Co. Ltd.,CFCL,397.9
2023-07-13,Central Finance Co. Ltd.,CFCL,406.0
2023-07-16,Century Debenture 2088,CCBD88,1022.9
2023-07-13,Century Debenture 2088,CCBD88,1022.8
2023-07-17,Chandragiri Hills Limited,CGH,1327.0
2023-07-16,Chandragiri Hills Limited,CGH,1300.0
2023-07-13,Chandragiri Hills Limited,CGH,1313.0
2023-07-17,Chhimek Laghubitta Bittiya Sanstha Limited,CBBL,1012.0
2023-07-16,Chhimek Laghubitta Bittiya Sanstha Limited,CBBL,1000.0
2023-07-13,Chhimek Laghubitta Bittiya Sanstha Limited,CBBL,1000.0
2023-07-17,Chhyangdi Hydropower Ltd.,CHL,271.0
2023-07-16,Chhyangdi Hydropower Ltd.,CHL,270.0
2023-07-13,Chhyangdi Hydropower Ltd.,CHL,282.0
2023-07-17,Chilime Hydropower Company Limited,CHCL,546.0
2023-07-16,Chilime Hydropower Company Limited,CHCL,548.0
2023-07-13,Chilime Hydropower Company Limited,CHCL,552.0
2023-07-17,Citizen Investment Trust,CIT,2121.9
2023-07-16,Citizen Investment Trust,CIT,2115.0
2023-07-13,Citizen Investment Trust,CIT,2147.0
2023-07-17,Citizens Bank International Limited,CZBIL,178.2
2023-07-16,Citizens Bank International Limited,CZBIL,173.1
2023-07-13,Citizens Bank International Limited,CZBIL,173.0
2023-07-17,Citizens Mutual Fund -1,CMF1,9.2
2023-07-16,Citizens Mutual Fund -1,CMF1,9.4
2023-07-13,Citizens Mutual Fund -1,CMF1,9.34
2023-07-17,City Hotel Limited,CITY,701.7
2023-07-16,City Hotel Limited,CITY,710.0
2023-07-13,City Hotel Limited,CITY,725.0
2023-07-16,Civil Bank Debenture 2088,CBLD88,1003.6
2023-07-13,Civil Bank Debenture 2088,CBLD88,1024.0
2023-07-17,Civil Laghubitta Bittiya Sanstha Ltd.,CLBSL,790.0
2023-07-16,Civil Laghubitta Bittiya Sanstha Ltd.,CLBSL,779.0
2023-07-13,Civil Laghubitta Bittiya Sanstha Ltd.,CLBSL,779.8
2023-07-17,Corporate Development Bank Limited,CORBL,371.0
2023-07-16,Corporate Development Bank Limited,CORBL,377.0
2023-07-13,Corporate Development Bank Limited,CORBL,392.1
2023-07-13,Deprosc LaghuBitta Promoter Share,DDBLPO,440.0
2023-07-17,Deprosc Laghubitta Bittiya Sanstha Limited,DDBL,841.0
2023-07-16,Deprosc Laghubitta Bittiya Sanstha Limited,DDBL,840.0
2023-07-13,Deprosc Laghubitta Bittiya Sanstha Limited,DDBL,836.0
2023-07-17,Dibyashwori Hydropower Ltd.,DHPL,190.0
2023-07-16,Dibyashwori Hydropower Ltd.,DHPL,188.5
2023-07-13,Dibyashwori Hydropower Ltd.,DHPL,201.7
2023-07-17,Dolti Power Company Limited,DOLTI,233.0
2023-07-16,Dolti Power Company Limited,DOLTI,234.0
2023-07-13,Dolti Power Company Limited,DOLTI,246.6
2023-07-17,Dordi Khola Jal Bidyut Company Limited,DORDI,249.9
2023-07-16,Dordi Khola Jal Bidyut Company Limited,DORDI,245.0
2023-07-13,Dordi Khola Jal Bidyut Company Limited,DORDI,259.0
2023-07-17,Eastern Hydropower Limited,EHPL,330.0
2023-07-16,Eastern Hydropower Limited,EHPL,324.2
2023-07-13,Eastern Hydropower Limited,EHPL,329.3
2023-07-17,Emerging Nepal Limited,ENL,715.0
2023-07-16,Emerging Nepal Limited,ENL,719.1
2023-07-13,Emerging Nepal Limited,ENL,725.0
2023-07-17,Everest Bank Limited,EBL,581.5
2023-07-16,Everest Bank Limited,EBL,581.0
2023-07-16,Everest Bank Limited,EBLD86,840.0
2023-07-13,Everest Bank Limited,EBL,568.0
2023-07-13,Everest Bank Limited,EBLD86,855.0
2023-07-17,Excel Development Bank Ltd.,EDBL,336.6
2023-07-16,Excel Development Bank Ltd.,EDBL,326.5
2023-07-13,Excel Development Bank Ltd.,EDBL,339.0
2023-07-17,First Micro Finance Laghubitta Bittiya Sanstha Limited,FMDBL,753.0
2023-07-16,First Micro Finance Laghubitta Bittiya Sanstha Limited,FMDBL,755.0
2023-07-13,First Micro Finance Laghubitta Bittiya Sanstha Limited,FMDBL,774.0
2023-07-17,Forward Microfinance Laghubitta Bittiya Sanstha Limited,FOWAD,1382.0
2023-07-16,Forward Microfinance Laghubitta Bittiya Sanstha Limited,FOWAD,1363.9
2023-07-13,Forward Microfinance Laghubitta Bittiya Sanstha Limited,FOWAD,1365.0
2023-07-17,Ganapati Laghubitta Bittiya Sanstha Limited,GMFBS,827.0
2023-07-16,Ganapati Laghubitta Bittiya Sanstha Limited,GMFBS,812.0
2023-07-13,Ganapati Laghubitta Bittiya Sanstha Limited,GMFBS,861.3
2023-07-17,Garima Bikas Bank Limited,GBBL,407.0
2023-07-16,Garima Bikas Bank Limited,GBBL,405.0
2023-07-13,Garima Bikas Bank Limited,GBBL,395.0
2023-07-17,Ghalemdi Hydro Limited,GHL,223.0
2023-07-16,Ghalemdi Hydro Limited,GHL,225.0
2023-07-13,Ghalemdi Hydro Limited,GHL,234.8
2023-07-17,Global IME Balanced Fund-1,GIBF1,9.16
2023-07-16,Global IME Balanced Fund-1,GIBF1,9.34
2023-07-13,Global IME Balanced Fund-1,GIBF1,9.16
2023-07-17,Global IME Bank Limited,GBIME,192.0
2023-07-16,Global IME Bank Limited,GBIME,186.8
2023-07-13,Global IME Bank Limited,GBIME,185.0
2023-07-16,Global IME Bank Limited Debenture 2086/87,GBILD86/87,836.0
2023-07-13,Global IME Bank Limited Debenture 2086/87,GBILD86/87,834.0
2023-07-13,Global IME Bank Ltd. Promoter Share,GBIMEP,103.0
2023-07-17,Global IME Laghubitta Bittiya Sanstha Ltd.,GILB,1059.0
2023-07-16,Global IME Laghubitta Bittiya Sanstha Ltd.,GILB,1061.0
2023-07-13,Global IME Laghubitta Bittiya Sanstha Ltd.,GILB,1027.0
2023-07-17,Goodwill Finance Limited,GFCL,508.0
2023-07-16,Goodwill Finance Limited,GFCL,491.5
2023-07-13,Goodwill Finance Limited,GFCL,503.0
2023-07-17,Grameen Bikas Laghubitta Bittiya Sanstha Ltd.,GBLBS,645.6
