BUSINESS_DATE,SECURITY_NAME,SYMBOL,OPEN_PRICE
2023-07-16,10 % NMB DEBENTURE 2085,NMBD2085,1001.0
2023-07-13,10 % NMB DEBENTURE 2085,NMBD2085,915.6
2023-07-16,10% Laxmi Bank Debenture 2086,LBLD86,972.7
2023-07-13,10% Laxmi Bank Debenture 2086,LBLD86,953.7
2023-07-16,10% Nabil Debenture 2082,NBLD82,1010.0
2023-07-13,10% Nabil Debenture 2082,NBLD82,990.4
2023-07-13,10% Nepal SBI Bank Debenture 2086,SBIBD86,965.8
2023-07-16,10% Prabhu Bank Debenture 2084 ,PBLD84,1090.8
2023-07-13,10% Prabhu Bank Debenture 2084 ,PBLD84,1043.0
2023-07-17,10% Prime Debenture 2088,PBD88,931.0
2023-07-16,10% Prime Debenture 2088,PBD88,975.0
2023-07-13,10% Prime Debenture 2088,PBD88,921.2
2023-07-16,10% Sanima Bank Limited Debenture,SAND2085,1130.8
2023-07-13,10% Sunrise Debenture 2080,SRD80,1020.0
2023-07-13,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,GBD80/81,1038.8
2023-07-17,10.25% KBL Debenture 2086,KBLD86,1084.4
2023-07-16,10.25% Machhapuchhre Bank Debenture 2085,MBLD2085,1023.0
2023-07-16,10.25% NBBL Debenture 2085,NBBD2085,1180.0
2023-07-13,10.25% NBBL Debenture 2085,NBBD2085,1158.7
2023-07-16,10.25% NIC Asia Debenture 2083/84,NICD83/84,1097.5
2023-07-13,10.25% NIC Asia Debenture 2083/84,NICD83/84,1090.0
2023-07-16,10.25% Nepal SBI Bank Debenture 2083,SBID83,1000.0
2023-07-16,10.25% Prabhu Bank  Debenture 2086,PBLD86,941.1
2023-07-13,10.25% SBL Debenture 2083,SBLD83,1018.5
2023-07-13,10.25% Sunrise Bank Debenture 2083,SRBLD83,1070.0
2023-07-16,10.35% Agricultural Bank Debenture 2083,ADBLD83,1075.0
2023-07-13,10.35% Agricultural Bank Debenture 2083,ADBLD83,1074.0
2023-07-16,10.5 % NEPAL INVESTMENT DEBENTURE 2082,NIBD2082,1029.5
2023-07-13,10.5 % NEPAL INVESTMENT DEBENTURE 2082,NIBD2082,1030.0
2023-07-16,10.50% SBL Debenture 2082,SBLD2082,1039.5
2023-07-13,10.50% SBL Debenture 2082,SBLD2082,1019.2
2023-07-16,11% NIC Asia Debenture 082/83,NICAD8283,1099.0
2023-07-13,11% NIC Asia Debenture 082/83,NICAD8283,1094.0
2023-07-16,12 % Goodwill Finance Limited Debenture 2083,GWFD83,1120.0
2023-07-13,12 % Goodwill Finance Limited Debenture 2083,GWFD83,1090.0
2023-07-16,12% ICFC Finance Limited Debenture 2083,ICFCD83,1117.2
2023-07-13,12% ICFC Finance Limited Debenture 2083,ICFCD83,1146.9
2023-07-17,8.5% BOK Debenture 2086,BOKD86,842.3
2023-07-16,8.5% BOK Debenture 2086,BOKD86,842.7
2023-07-16,8.5% Laxmi Bank Debenture 2088,LBLD88,818.0
2023-07-13,8.5% Nepal Bank Debenture 2087,NBLD87,830.0
2023-07-17,8.5% Nepal Investment Bank Debenture 2084,NIBD84,847.7
2023-07-16,8.5% Nepal Investment Bank Debenture 2084,NIBD84,865.0
2023-07-13,8.5% Nepal Investment Bank Debenture 2084,NIBD84,835.2
2023-07-16,8.5% Prabhu Bank Debenture 2087,PBLD87,809.7
2023-07-13,8.5% Prabhu Bank Debenture 2087,PBLD87,793.9
2023-07-17,8.5% SBL Debenture 2084,SBLD84,862.4
