BUSINESS_DATE,SECURITY_NAME,SYMBOL,LOW_PRICE
2023-07-16,10 % NMB DEBENTURE 2085,NMBD2085,1001.0
2023-07-13,10 % NMB DEBENTURE 2085,NMBD2085,915.6
2023-07-16,10% Laxmi Bank Debenture 2086,LBLD86,972.7
2023-07-13,10% Laxmi Bank Debenture 2086,LBLD86,953.7
2023-07-16,10% Nabil Debenture 2082,NBLD82,1010.0
2023-07-13,10% Nabil Debenture 2082,NBLD82,990.4
2023-07-13,10% Nepal SBI Bank Debenture 2086,SBIBD86,965.8
2023-07-16,10% Prabhu Bank Debenture 2084 ,PBLD84,1090.8
2023-07-13,10% Prabhu Bank Debenture 2084 ,PBLD84,1043.0
2023-07-17,10% Prime Debenture 2088,PBD88,895.0
2023-07-16,10% Prime Debenture 2088,PBD88,950.0
2023-07-13,10% Prime Debenture 2088,PBD88,921.2
2023-07-16,10% Sanima Bank Limited Debenture,SAND2085,1130.8
2023-07-13,10% Sunrise Debenture 2080,SRD80,1020.0
2023-07-13,10.25% GLOBAL IME BANK LTD. DEBENTURE 2080/81,GBD80/81,1038.8
2023-07-17,10.25% KBL Debenture 2086,KBLD86,1062.8
2023-07-16,10.25% Machhapuchhre Bank Debenture 2085,MBLD2085,1023.0
2023-07-16,10.25% NBBL Debenture 2085,NBBD2085,1180.0
2023-07-13,10.25% NBBL Debenture 2085,NBBD2085,1158.7
2023-07-16,10.25% NIC Asia Debenture 2083/84,NICD83/84,1097.5
2023-07-13,10.25% NIC Asia Debenture 2083/84,NICD83/84,1090.0
2023-07-16,10.25% Nepal SBI Bank Debenture 2083,SBID83,1000.0
2023-07-16,10.25% Prabhu Bank  Debenture 2086,PBLD86,941.1
2023-07-13,10.25% SBL Debenture 2083,SBLD83,1018.5
2023-07-13,10.25% Sunrise Bank Debenture 2083,SRBLD83,1070.0
2023-07-16,10.35% Agricultural Bank Debenture 2083,ADBLD83,1075.0
2023-07-13,10.35% Agricultural Bank Debenture 2083,ADBLD83,1074.0
2023-07-16,10.5 % NEPAL INVESTMENT DEBENTURE 2082,NIBD2082,1010.1
2023-07-13,10.5 % NEPAL INVESTMENT DEBENTURE 2082,NIBD2082,1009.4
2023-07-16,10.50% SBL Debenture 2082,SBLD2082,1019.0
2023-07-13,10.50% SBL Debenture 2082,SBLD2082,1019.2
2023-07-16,11% NIC Asia Debenture 082/83,NICAD8283,1099.0
2023-07-13,11% NIC Asia Debenture 082/83,NICAD8283,1094.0
2023-07-16,12 % Goodwill Finance Limited Debenture 2083,GWFD83,1120.0
2023-07-13,12 % Goodwill Finance Limited Debenture 2083,GWFD83,1080.0
2023-07-16,12% ICFC Finance Limited Debenture 2083,ICFCD83,1117.2
2023-07-13,12% ICFC Finance Limited Debenture 2083,ICFCD83,1139.5
2023-07-17,8.5% BOK Debenture 2086,BOKD86,809.0
2023-07-16,8.5% BOK Debenture 2086,BOKD86,842.7
2023-07-16,8.5% Laxmi Bank Debenture 2088,LBLD88,818.0
2023-07-13,8.5% Nepal Bank Debenture 2087,NBLD87,830.0
2023-07-17,8.5% Nepal Investment Bank Debenture 2084,NIBD84,830.8
2023-07-16,8.5% Nepal Investment Bank Debenture 2084,NIBD84,865.0
2023-07-13,8.5% Nepal Investment Bank Debenture 2084,NIBD84,835.2
2023-07-16,8.5% Prabhu Bank Debenture 2087,PBLD87,809.7
2023-07-13,8.5% Prabhu Bank Debenture 2087,PBLD87,793.9
2023-07-17,8.5% SBL Debenture 2084,SBLD84,862.4
2023-07-16,8.5% Sanima Debenture 2087,SBD87,857.9
2023-07-13,8.5% Sanima Debenture 2087,SBD87,845.0
2023-07-16,9.5% Manjushree Finance Limited Debenture 2085,MFLD85,975.0
2023-07-13,9.5% Manjushree Finance Limited Debenture 2085,MFLD85,959.4
2023-07-17,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,647.0
2023-07-16,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,638.5
2023-07-13,Aarambha Chautari Laghubitta Bittiya Sanstha Limited,ACLBSL,650.0
2023-07-17,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,2350.0
2023-07-16,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,2350.0
2023-07-13,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,ANLB,2344.0
2023-07-17,Agricultural Development Bank Limited,ADBL,232.1
2023-07-16,Agricultural Development Bank Limited,ADBL,228.0
2023-07-13,Agricultural Development Bank Limited,ADBL,228.2
2023-07-17,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,190.2
2023-07-16,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,192.0
2023-07-13,Ankhu Khola Jalvidhyut Company Ltd,AKJCL,194.0
2023-07-17,Api Power Company Ltd.,API,197.5
2023-07-16,Api Power Company Ltd.,API,196.2
2023-07-13,Api Power Company Ltd.,API,197.0
2023-07-17,Arun Kabeli Power Ltd.,AKPL,227.1
2023-07-16,Arun Kabeli Power Ltd.,AKPL,228.0
2023-07-13,Arun Kabeli Power Ltd.,AKPL,237.2
2023-07-17,Arun Valley Hydropower Development Co. Ltd.,AHPC,251.2
2023-07-16,Arun Valley Hydropower Development Co. Ltd.,AHPC,251.2
2023-07-13,Arun Valley Hydropower Development Co. Ltd.,AHPC,258.3
2023-07-17,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,786.0
2023-07-16,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,770.0
2023-07-13,Asha Laghubitta Bittiya Sanstha Ltd,ALBSL,772.2
2023-07-17,Asian Hydropower Limited,AHL,326.3
2023-07-16,Asian Hydropower Limited,AHL,330.0
2023-07-13,Asian Hydropower Limited,AHL,338.1
2023-07-17,Asian Life Insurance Co. Limited,ALICL,746.0
2023-07-16,Asian Life Insurance Co. Limited,ALICL,745.0
2023-07-13,Asian Life Insurance Co. Limited,ALICL,745.0
2023-07-17,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,687.0
2023-07-16,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,688.2
2023-07-13,Aviyan Laghubitta Bittiya Sanstha Limited,AVYAN,713.0
2023-07-17,BPW Laghubitta Bittiya Sanstha Limited,BPW,1116.0
2023-07-16,BPW Laghubitta Bittiya Sanstha Limited,BPW,1113.1
2023-07-13,BPW Laghubitta Bittiya Sanstha Limited,BPW,1117.1
2023-07-17,Balephi Hydropower Limited,BHL,250.3
2023-07-16,Balephi Hydropower Limited,BHL,250.5
2023-07-13,Balephi Hydropower Limited,BHL,255.3
2023-07-17,Barahi Hydropower Public Limited,BHPL,445.9
2023-07-16,Barahi Hydropower Public Limited,BHPL,445.1
2023-07-13,Barahi Hydropower Public Limited,BHPL,445.1
2023-07-17,Barun Hydropower Co. Ltd.,BARUN,247.0
2023-07-16,Barun Hydropower Co. Ltd.,BARUN,245.0
2023-07-13,Barun Hydropower Co. Ltd.,BARUN,245.0
2023-07-17,Best Finance Company Ltd.,BFC,348.0
2023-07-16,Best Finance Company Ltd.,BFC,349.9
2023-07-13,Best Finance Company Ltd.,BFC,350.0
2023-07-17,Bhugol Energy Development Company Limited,BEDC,224.6
2023-07-16,Bhugol Energy Development Company Limited,BEDC,227.2
2023-07-13,Bhugol Energy Development Company Limited,BEDC,232.1
2023-07-17,Bindhyabasini Hydropower Development Company Limited,BHDC,371.0
2023-07-16,Bindhyabasini Hydropower Development Company Limited,BHDC,369.3
2023-07-13,Bindhyabasini Hydropower Development Company Limited,BHDC,368.7
2023-07-17,Bishal Bazar Company Limited,BBC,3380.0
2023-07-16,Bishal Bazar Company Limited,BBC,3355.0
2023-07-13,Bishal Bazar Company Limited,BBC,3410.0
2023-07-17,Bottlers Nepal (Terai) Limited,BNT,13870.0
